"video_id","title","channel","published_at","views","likes","comments","tags","duration_iso"
"eWZ_8iQi59c","Mental Health Awareness Month | Fighting the stigma surrounding getting help","11Alive",2023-05-02,56240,511,119,"11alive-exclusives ], [ health, community, news, people","PT14M8S"
"GIvDopF5xyM","You Are Not Alone | Mental Health Awareness Month","Blue Cross Blue Shield of Michigan",2024-05-03,6535,163,3,"Blue Cross Blue Shield of Michigan, BCBSM, mental health awareness","PT5S"
"G0zJGDokyWQ","What is Mental Health?","Mental Health at Work",2016-07-01,998820,7260,507,"Mental Health, Workplace Mental Health, Mental Wellbeing, Positive Mental Health, Stigma, mental health at work, endthe stigma","PT3M40S"
"rkZl2gsLUp4","How to manage your mental health | Leon Taylor | TEDxClapham","TEDx Talks",2018-07-19,2998835,59290,1150,"TEDxTalks, English, Health, Mental health, Movement","PT17M33S"
"cfohqU6JqWA","Mental Health Awareness Month | HBO","HBO",2020-05-18,27162,446,68,"hbo, home box officehbo, home box office, mental health awareness, mental health awareness month, mental health awareness month videos 2020, i know this much is true, mental health awareness video, succession scene, the shop uninterrupted, mental health, mental illness, mental illness in movies, mental health month 2020, hbo mental health, depression, mental health 2020, Stress, anxiety, National Alliance on Mental Illness, the sopranos, euphoria, sharp objects, six feet under","PT1M11S"
"FoZ-3l6hMGQ","Mental Health Awareness and DeEscalation: PACER Integrative Behavioral Health","Doc Snipes",2020-12-05,47916,NA,51,"ADACB, cadc, ccapp, ccdc, ladc, naadac, nbcc, Dawn Elise Snipes, NCMHCE, allceus, unlimited ceus, hpcsa, crcc, ce broker, addiction ceus, rsw cpd, ccm ceus, counselling ceus, mental health, therapy notes, addiction recovery, cebroker, anxiety relief, mental health awareness, counseling techniques, counseling skills, counseling skills training videos, mental health matters, de-escalation, crisis","PT39M32S"
"dh-OPuaLTMY","Mental Health Awareness | Annie Ljungqvist | TEDxYouth@Upanga","TEDx Talks",2022-06-01,11604,155,72,"Africa, Behavior, Cognitive science, English, Health, Mental health, Self-help, TEDxTalks, [TEDxEID:48756]","PT7M54S"
"47DU-b6L6as","What is Mental Health? | Mental Health Awareness Month 2022","Doc Snipes",2022-05-02,25289,488,182,"ADACB, cadc, ccapp, naadac, nbcc, Dawn Elise Snipes, Cheap CEUs, NCMHCE, unlimited ceus, hpcsa, crcc, lcsw ceus, lcdc ceus, lmft ceus, lmhc ceus, ce broker, addiction ceus, LADC CEU, MAC CEU, mental health, online counseling, yt:cc=on, donnelly snipes, doc snipes, counselor education, mental illness, allceus, all ceus, cognitive behavioral, mental health month, mental health awareness month, what is mental health, MHAM, lets talk mental health","PT13M11S"
"XS9QJPtMbFE","May is Mental Health Awareness Month🙏🏾♥️ #mentalhealthawareness #manhood #masculinity","Dax",2025-05-01,123992,4278,108,NA,"PT43S"
"tLRCS48Ens4","Dr. Paul Conti: How to Understand & Assess Your Mental Health | Huberman Lab Guest Series","Andrew Huberman",2023-09-06,14705821,84401,4148,"andrew huberman, huberman lab podcast, huberman podcast, dr. andrew huberman, neuroscience, huberman lab, andrew huberman podcast, the huberman lab podcast, science podcast, mental health, dr. paul conti, stanford school of medicine, harvard medical school, pacific premiere group, sense of self, self-concept, cognitive behaviors, happiness, fulfilling life, anxiety, self-confidence, internal narratives, over-thinking, defense mechanisms, emotional wellbeing, self-exploration","PT3H42M50S"
"xZjgsPw5SvY","Mental Health Awareness Month: Therapist on importance of talking about struggles","CBS News",2022-05-02,10188,145,27,"mental health, Mental Health Awareness, lori gottlieb","PT5M2S"
"gy1iH_Gxn0Q","Stop the Stigma: Why it's important to talk about Mental Health | Heather Sarkis | TEDxGainesville","TEDx Talks",2019-06-24,288520,4695,237,"TEDxTalks, English, Health, Cause, Life, Mental health, Mindfulness, Passion, Struggle","PT9M20S"
"aeTTrD_EQSQ","Mental health awareness: Identifying issues and finding help","KHOU 11",2025-05-08,1474,17,25,"[ health-matters, health ], news","PT2M3S"
"b_ZFjw-eEGo","Mental Health Awareness: How to practice self-care","Stamford Health",2023-05-03,7002,70,90,NA,"PT1M55S"
"OGZjYnZg4Cs","Mental Health Awareness - Why Is Mental Health Important?","Tallahassee Memorial HealthCare (TMH)",2019-05-06,86831,1157,113,"mental health, conversations with nicole, Tallahassee Memorial HealthCare","PT4M43S"
"AfLZwyCykSQ","HealthCast: May is mental health awareness month","WPLG Local 10",2025-05-01,888,27,46,"local news","PT1M50S"
"J5zIXAspuYI","‘Ice Bucket Challenge’ is back to raise awareness of mental health #Shorts","USA TODAY",2025-04-25,25243,380,6,"usa today, usa today news, social media, trend, trends, social media trend, social media trends, viral, viral trend, viral trends, viral social media trend, viral social media trends, ice bucket challenge, mental health, mental health awareness, ALS, amyotrophic lateral sclerosis, Lou Gehrig's disease, fundraise, fund, funds, fundraiser, fundraisers, nonprofit, Active Minds","PT47S"
"ExEXOfe81Nc","Mental Health Awareness","Department of Health (Philippines)",2023-10-12,62724,640,9,NA,"PT1M7S"
"DxIDKZHW3-E","We All Have Mental Health","Anna Freud",2018-10-01,2732343,23544,0,"mentalhealth, secondaryschool, secondaryschoolresources, annafreudcentre, schoolsinmind, mentalhealthawareness, teachers","PT5M40S"
"YdMCL9_UTE4","Mental health and resilience - the secrets of inner strength | DW Documentary","DW Documentary",2024-01-20,2870001,43268,2183,"Documentary, DW documentary, full documentary, DW, documentary 2023, dw documentary, documentaries, Documentaries, documentary, psychology, resilience, stress, happiness","PT51M56S"
"L8SOfJZ6tjY","Crucial Conversations: Mental Health Awareness","University of Michigan",2021-05-24,1672,34,40,NA,"PT58M4S"
"zr50zUpu55Q","Helping others during Mental Health Awareness Month","WFAA",2025-05-03,1099,36,60,"[ health, news ]","PT3M3S"
"4nWcEtUV4do","The Silent Crisis of Men's Mental Health | Dustin Hogan | TEDxGrandviewHeights","TEDx Talks",2025-02-26,327894,22707,392,"English, Humanities, Men, Mental health, Struggle, TEDxTalks, [TEDxEID:60210]","PT14M59S"
"G0XUimJbz44","Workplace Mental Health - all you need to know (for now) | Tom Oxley | TEDxNorwichED","TEDx Talks",2018-07-16,986782,13060,888,"TEDxTalks, English, Health, Education, Mental health, Work","PT12M17S"
"TGEzhULd5Yw","IMPORTANCE OF MENTAL HEALTH | SHIBILI SUHANAH | TEDxFarookCollege","TEDx Talks",2023-07-10,19717,327,42,"English, Health, Mental health, Psychology, TEDxTalks, Therapy, [TEDxEID:52624]","PT19M2S"
"saETdH-ffuE","DOCTOR EXPLAINS WHAT IS MENTAL HEALTH vs mental illness | Mental Health Awareness","Dr. Karthik Ramanan - Emotional Health Mentor",2020-02-12,21768,555,49,"doctor explains what is mental health vs mental illness, what is mental health, mental health awareness, mental health awareness 2020, mental wellbeing, mental health, mental health 2020, mental health vs mental illness, mental illness, mental health stigma, depression, health, anxiety, attention deficit hyperactivity disorder, wellbeing, health literacy, generalized anxiety disorder, major depressive disorder, doctor, psychology, relationships, nutrition, sleep, exercise, dr k show","PT5M36S"
"V9oUhizYedM","Mental Health | Mental Health Awareness On World Mental Health Day: Conversation With Neerja Birla","NDTV",2025-10-10,22206,71,11,"NDTV 24x7, breaking news, current affairs, latest news, live news, ndtv, ndtv live 24x7 english news, ndtv_news, top news, category= news, Show= Daily News Videos, TV Clip, Anchor= Ambika Singh, Mental Health Awareness, World Mental Health Day, Neerja Birla, Mental Health","PT13M12S"
"L1MuqRmAbto","Mental health awareness with Active Minds","Union College",2023-03-13,1989,50,1,NA,"PT31S"
"TLAeT8BXG1w","Mental Health Awareness 2018 - Depression Isn't Obvious","Reading Students' Union",2018-01-29,256092,3627,171,"university of reading, RUSU","PT2M13S"
"D3tTSGRyBuw","May is Mental Health Awareness Month! I have three rules for y’all!","Kojo Sarfo, DNP",2022-05-03,22842,805,28,NA,"PT13S"
"0PTkG0osS1g","""I THOUGHT DEPRESSION WAS FAKE..."" #mentalhealth #imanamongstmen #iman #shorts","UNINTERRUPTED",2023-10-24,3506629,187594,3378,NA,"PT59S"
"mardYu6GZO8","July Is National Minority Mental Health Awareness Month, Pour Into Yourself This Month!","BETNetworks",2023-07-01,5322,177,20,"BET, BET Networks, BET Music, Black Entertainment Television, Mental Health, Mental Health Matters, Mental Health Awareness, National Minority Mental Health Awareness Month","PT3M1S"
"v38k0y_k77g","Med Talk Health Talk: Mental Health Awareness","NewsWatch Plus PH",2023-10-10,2465,40,40,NA,"PT20M36S"
"gi9khKsG2nI","8 Things Not To Say To Someone With Suicidal Thoughts #mentalhealth  #mentalhealthawareness","Psych2Go",2025-09-27,67827,8292,397,"8 things not to say, to someone, with suicidal, thought","PT1M37S"
"tX8TgVR33KM","Check in on those around you | #WorldMentalHealthDay 💛💚 #youarenotalone","Norwich City Football Club",2023-10-10,2534815,93591,2201,"Football, Soccer, Norwich, Norwich City FC, Premier League, Teemu Pukki, UK, EFL","PT2M27S"
"h_Hz74BLSnM","How to improve your mental health 📚 ✨ ✍️","Motivation2Study",2023-07-29,815166,20968,287,"motivation, study motivation, motivational, motivational speech, best motivational speech, new year motivational speech, best motivational video, motivational video, best study motivation, study, success, student motivation, speech, do something today your future self will thank you for, your future self will thank you, your future self motivation, 2023 motivation, 2023 motivational speech, work for your dreams, work for your dreams motivation, m2s, GO BEYOND, WHERE DO YOU WANT TO BE","PT16S"
"FN0_ow76hU8","The Mental Health Doctor: Your Phone Screen & Sitting Is Destroying Your Brain!","The Diary Of A CEO",2024-01-15,3662835,82308,2867,"The Diary Of A CEO, steven bartlett steve bartlett, podcast, the diary of a CEO podcast, life lessons, CEO","PT1H57M57S"
"WGDJRzyJ6iY","June is Men’s Mental Health Awareness Month🙏🏾♥️ #mentalhealthawareness #manhood #masculinity","Dax",2025-06-05,71596,2905,106,NA,"PT45S"
"2XZNNZnGhGY","Unspoken (2025) - Mental Health Awareness Short Film","Maudsley Learning",2023-12-22,116961,1169,62,"psychiatry, mental health, maudsley learning, training, cpd, simulation, nhs, national health service, london, ortus, denmark hill, zoom, remote training, explained, awareness, south london and maudsley nhs trust, students, facilitators, sim training, remote, online, doctors, clinicians, wellbeing, consultancy, organisation, courses, masterclass, short course, effective training, simulation training, sim tech, immersive, maudsley hospital, unspoken, short film","PT6M6S"
"wOGqlVqyvCM","5 Tips to Improve your Mental Health | Sadhguru","Sadhguru",2020-10-10,2480205,69470,1090,"Sadhguru 2019, sad guru, Sadguru, satguru, sathguru, jaggi, vasudev, jakki, isha, yoga, spirituality, wisdom, mysticism, seeking, Isha Kriya, sadhguru speeches, sadguru speeches, sadguru speeches in english, sadhguru latest, sadhguru medittion, sadhguru live, sadhguru english, 5 Tips to Improve your Mental Health, mental health, mental health pandemic, mental health awareness, covid pandemic, sadhguru on mental health","PT8M"
"WnxKSD6F4Sw","Mental health: What it is and why it matters | CBC Kids News","CBC Kids News",2022-05-03,153644,773,NA,"Mental health, anxiety, depression, mental illness, youth mental health, mental wellness, tiktok, stigma, accessibility, cognitive corner, Simone Saunders, Jennifer khoury, psychology, Jeremy Parkin, Yukon, CBC Kids News, CBC, Kids, News, News for kids, mental health month, mental health week, mental health for kids, mental health awareness, for kids","PT8M40S"
"wo4M7HORYEo","Raising mental health awareness together","Aga Khan University",2019-10-10,77974,1489,34,"mental health awareness, world mental health day, suicide prevention, mental health illness, mental health support, depression support, clinical depression, generalised anxiety disorder, OCD, ADHD, suicide awareness, teenage suicide, stop the stigma, mental health stigma, mental health advocacy","PT2M20S"
"x6qk5d5kW_s","MENTAL HEALTH AWARENESS | Morning Blend","Tampa Bay 28",2022-05-13,795,4,1,"awareness month, humana, mental health, morning blend","PT4M2S"
"W4cLDgjGRJA","Signs To Seek Help With Your Mental Health - Dr Julie #shorts","Dr Julie",2022-04-07,1411537,68462,1073,"mental health, anxiety, depression, shorts, therapy, psychologist, panic attacks, self help, motivation, self love, mental health awareness","PT23S"
"z-IR48Mb3W0","What is depression? - Helen M. Farrell","TED-Ed",2015-12-15,25868137,587443,28177,"Helen Farrell, Artrake Studio, depression, clinical depression, mental illness, depression treatment, what is depression, difference between depression and sadness, what do if you are depressed, TED, TED-Ed, TED Ed, TEDEducation","PT4M29S"
"tY8NY6CMDFA","What Mental Health Is and Why It’s Important to Take Care of It? - Kids Academy","Kids Academy",2023-05-03,294080,1614,0,"world mental health day for kids, world mental health, mental health, mindfulness for kids, self care for kids, psyhology for kids, mindfulness for children, child mental health, mental health awareness, mental health take care, kids emotions, emotions for kids, emotions for kids to learn, emotions and feeling for kids, feeling, what are emotions, feelings for kids, mental wellness for kids, what is mental health, world mental health day, kids mental health","PT5M36S"
"AMddWoPlsoQ","Mental Health Awareness Month: Manchester Club Kid Shows Self-Love!","Boys & Girls Clubs of America",2023-05-01,11232,88,0,"Mental Health, Mental Health Awareness Month, Boys & Girls Clubs, Affirmations, Health & Wellness, Kids","PT6S"
"AcV10oWZMzU","#WeCanWeWill | Mental Health Awareness Campaign","Time to Change Wales",2017-11-15,278913,3644,111,"Metal health, movement, mental health awareness, stigma, end stigma, together, join the movement, mental health campaign, mental health awareness campaign, #WeCanWeWill, Time to Change, Time to Change Wales, change attitidues, advert","PT1M49S"
"n_Hr2FpQKuU","Mental Health Awareness: What Causes Stress at Work?","Ciphr eLearning, powered by Marshalls",2023-02-06,8019,29,NA,"Work stress, Job stress, Office stress, Workplace anxiety, Work-life balance, Burnout, Job burnout, Stress management, Workplace wellness, Work environment, Workload, Time management, Employee mental health, Career stress, Productivity, Job satisfaction, Mental health at work, Stress in the workplace, Corporate wellness, Occupational stress","PT1M7S"
"Obx0mOYSOVQ","Bakit maraming Pinoy ang hirap humingi ng tulong para sa mental health? | Need to Know","GMA Integrated News",2021-10-21,144880,2169,201,"GMA News, GMA News today, Philippine News, Philippines news today, gma news latest, gma news live, gma news balita, latest news, livestream Philippines, Philippines news, gma news today, covid 19, coronavirus, need to know, need to know gma, need to know gma news, World Health Organization Special Initiative for Mental Health, world health organization, world health organization mental health","PT12M45S"
"RUrpw8RLEDI","7 Questions To Ask To Check Your Mental Health – Mental Health Awareness Month","Dr. Tracey Marks",2023-05-03,60568,3067,150,"mental health channel, mental health education, dr tracey marks, mental health awareness, mental health awareness month 2023","PT9M40S"
"IaSpas9hWNQ","10 Common Mental Illnesses Crash Course","Psych2Go",2020-05-09,4551329,143024,8570,"mental illness, mental health, mental disorders, mental illnesses, mental illnesses explained, depression, anxiety, schizophrenia, what is it like to have a mental illness, bipolar disorder, mental health awareness month, mental health matters, signs of mental health, psychology, mental health signs, mental illness stigma, world mental health day","PT13M47S"
"_PeZwRKb-TM","6 Signs You May Have Depression and not even know it #depression #silent #depressionawareness","Psych2Go",2025-10-14,131180,10327,689,NA,"PT1M5S"
"6IKGobASseA","Mental health awareness nanatiling hamon sa mga Pinoy | TFC News Nevada, USA","ABS-CBN News",2022-06-01,2978,40,2,"ABS-CBN, ABS-CBN News, ABS-CBN Philippines, Philippine News, News, Philippines, TFC, The Filipino Channel, TFC.tv, Kapamilya, TFCOnline, TFC Online, ABS-CBN TFC, ABS-CBN Global, TFC Global, TFC News, June 2 2022, 20220601tfc, YT0psKerb, TFC Global News, TFC News USA, TFC USA, News Daytime, TFC News Now, Fil-Am, OFW, Filipino Community, format:report, format:deepdive, format:livereport, type:broadcast, type:digital, source:audio, genre:society, Mental health awareness, Mental health, awareness","PT3M49S"
"rkE29fpmsSI","Mental Health For Kids – Positive Habits For Good Mental Health","Mental Health Center Kids",2023-11-06,117609,1149,0,"mental health for kids, mental health for teens, mental health awareness, mental health matters, mental health for middle school students, mental health for students, mental health for kindergarten, mental health for elementary students, mental health for children, good mental health, good mental health habits, mental health habits, children's hospital colorado, anna freud, mental health center kids","PT4M28S"
"MNx8zX2xYgI","Mental Health Awareness Month - Suicide Awareness Video 4","Washoe Sheriff",2021-06-04,128019,2405,115,NA,"PT7M47S"
"3RcxRT8aoR8","DID YOU KNOW MAY IS MENTAL HEALTH AWARENESS MONTH? HERE'S A SHORT LESSON FOR YOUNG PEOPLE!","Lessons for SEL",2020-05-01,5055,23,19,"not alone, mhm, mental health matters, mental health, mental health awareness month, mental health awareness, mental health month, SEL, social emotional learning, emotionalintelligence, may, may is mental health awareness month, may mental health, mental health for african americans, self-care","PT2M35S"
"tY8NY6CMDFA","What Mental Health Is and Why It’s Important to Take Care of It? - Kids Academy","Kids Academy",2023-05-03,294080,1614,0,"world mental health day for kids, world mental health, mental health, mindfulness for kids, self care for kids, psyhology for kids, mindfulness for children, child mental health, mental health awareness, mental health take care, kids emotions, emotions for kids, emotions for kids to learn, emotions and feeling for kids, feeling, what are emotions, feelings for kids, mental wellness for kids, what is mental health, world mental health day, kids mental health","PT5M36S"
"mX7RKFjrLxk","Happy Mental Health Awareness Week 2023 💙","Blue Zoo Animation Studio",2023-05-18,29797,644,11,"animation, short films","PT13S"
"G0XUimJbz44","Workplace Mental Health - all you need to know (for now) | Tom Oxley | TEDxNorwichED","TEDx Talks",2018-07-16,986782,13060,888,"TEDxTalks, English, Health, Education, Mental health, Work","PT12M17S"
"z-IR48Mb3W0","What is depression? - Helen M. Farrell","TED-Ed",2015-12-15,25868137,587443,28177,"Helen Farrell, Artrake Studio, depression, clinical depression, mental illness, depression treatment, what is depression, difference between depression and sadness, what do if you are depressed, TED, TED-Ed, TED Ed, TEDEducation","PT4M29S"
"n_Hr2FpQKuU","Mental Health Awareness: What Causes Stress at Work?","Ciphr eLearning, powered by Marshalls",2023-02-06,8019,29,NA,"Work stress, Job stress, Office stress, Workplace anxiety, Work-life balance, Burnout, Job burnout, Stress management, Workplace wellness, Work environment, Workload, Time management, Employee mental health, Career stress, Productivity, Job satisfaction, Mental health at work, Stress in the workplace, Corporate wellness, Occupational stress","PT1M7S"
"sgCtfRGLmi8","What is mental health?","Jigsaw Youth Mental Health",2019-04-02,235091,1248,33,"Mental health, wellbeing","PT1M58S"
"qadJ7AP1y7c","May Is Mental Health Awareness Month 💙💡 #mentalhealthawareness #mentalhealth","Papa Roach",2024-05-01,23464,2442,145,"papa roach, rock music, music, rock n roll, jacoby shaddix, tobin esperance, jerry horton, tony palermo, alternative hits, last resort, papa roach last resort, papa roach scars, papa roach born for greatness, papa roach help, papa roach kill the noise, papa roach to be loved, papa roach stand up, papa roach swerve, papa roach dying to believe, papa roach falling apart, papa roach between angels and insects, papa roach getting away with murder, leave a light on","PT48S"
"JBN5Ilw85sU","Mental Health Awareness","The U.S. Army",2020-03-24,5730,189,NA,"US Army, Mental Health, Depression, PTSD, Soldiers","PT1M38S"
"qZX-5rfA6q0","Mental Health Awareness Month and the healing power of poetry","Good Morning America",2023-05-27,2914,44,0,"Awareness, Health, Louisiana, Mental, Month, abc, arts, gma, mood, news, p_cmsid=2494279, p_vid=news-99649515, poetry, resident, science, spoken, word","PT3M23S"
"6n1mTIc-l0o","Mental Health Awareness training for our staff - Part 1","North Middlesex University Hospital",2019-01-22,20905,206,18,"North Mid, NHS, mental health, training, workplace, RehabWorks, hospital, staff","PT10M41S"
"BaVd44ObzJc","Mental Health Awareness: Symptoms & Disorders of Mental Health | Medanta","Medanta",2022-10-21,1744,17,2,"mental health test, Mental health symptoms, Mental health disorders, mental health first aid, mental health act, mental health awareness week, mental health definition, mental health disorders, world mental health day 2021, world mental health day, mental health, how to improve mental health, men's mental health month, foresight mental health, social media and mental health, importance of mental health, mental health awareness, mental health awareness day, Medanta Hospital","PT1M11S"
"SQtwuOQvS9U","Mental Health Awareness in Construction","NAHBTV",2023-03-09,12181,72,4,NA,"PT5M25S"
"Enz6fjfN_RE","Shruti Haasan's Powerful Message on Anxiety | Mental Health Awareness Month","Filmfare",2025-05-01,5882,160,5,"Shruti Haasan Interview, shruti hassan mental health, shruti haasan, shruti haasan interview, mental health, shruti hassan interview, shruti hassan, mental health issues, shruti hasan, shruti haasan interviews, shruti haasan health, shruti haasan mental health, shruti haasan health issues, shruti haasan on mental health","PT2M55S"
"3k_wxTkYN50","Why students should get mental health days - Hailey Hardcastle #shorts #tedx","TEDx Talks",2022-05-14,1127416,61404,450,"TEDx, ted, shorts, psychology, depression, wellbeing, mental health, students, school, mental health awareness month, anxiety","PT58S"
"Vu0tug46IX4","7 Signs Your Mental Health is Falling Apart","TherapyToThePoint",2025-06-07,623471,19013,494,"mental health, mental health awareness, mental health matters, mental health support, mental health advocate, mental health education, mental health declining","PT2M16S"
"G0M41N1Lyw4","What is Mental Health? A video for mental health awareness","Transition Abilities",2022-04-27,63796,579,9,NA,"PT1M37S"
"T_l-AN2kKx4","Mental health awareness month should be a celebration for everyone who keeps going 🏆 #shorts","Kojo Sarfo, DNP",2022-07-22,6353,275,9,"congrats, mentalhealthawarenessmonth, drkojo, mentalhealth","PT13S"
"YR28Qqg4Sz8","7 Signs Your Mental Health is Getting Worse.","TherapyToThePoint",2023-10-31,172015,5587,360,"mental illness, mental health awareness, mental health declining rapidly, my mental health is rapidly declining, signs your mental health is falling apart, mental health, mental illness signs, mental illness signs and symptoms, signs my mental health is getting worse, shorts","PT33S"
"_ffwRH_i1TY","You’re mental health matters","Ryane Roy",2025-04-19,1469455,40308,217,NA,"PT7S"
"SFtE7AE4tQU","Awareness session on “Mental Health ” by Dr. Rituparna Ghosh","Apollo Hospitals - Navi Mumbai",2022-05-24,790,13,3,NA,"PT6M9S"
"UYe4UDUwUpI","Deepika Padukone reveals how she fought depression and why mental health is important | #shorts","Narendra Modi",2025-02-12,221366,12024,109,"deepika padukone live, deepika padukone live video, deepika padukone live news, deepika padukone in pariksha pe charcha 2025 live, deepika padukone ppc 2025 live, deepika padukone on exam sress, deepika padukone, deepika padukone pariksha pe charcha, deepika padukone mental health issues, deepika padukone mental health, exam stress management, exam stress relief, exam stress motivation, pariksha ka tanav, pariksha ka tension, pariksha pe charcha 2025, परीक्षा पे चर्चा 2025","PT1M29S"
"h_Hz74BLSnM","How to improve your mental health 📚 ✨ ✍️","Motivation2Study",2023-07-29,815166,20968,287,"motivation, study motivation, motivational, motivational speech, best motivational speech, new year motivational speech, best motivational video, motivational video, best study motivation, study, success, student motivation, speech, do something today your future self will thank you for, your future self will thank you, your future self motivation, 2023 motivation, 2023 motivational speech, work for your dreams, work for your dreams motivation, m2s, GO BEYOND, WHERE DO YOU WANT TO BE","PT16S"
"g_C-eu-mBmw","National Alliance on Mental Illness seeks to raise mental health awareness","13News Now",2025-09-10,86,1,1,"[ health, news, syndication ], watch-utility","PT13M35S"
"b_W1DuVX1Sk","Rhian’s Story: ""It Starts With A Conversation"" | Suicide Prevention On World Mental Health Day","The Prince and Princess of Wales",2025-10-10,266656,9112,826,"Prince of Wales, Princess of Wales, Royal Family, The Royal Family, William and Catherine, Prince William, Princess Catherine, Royal Couple, Royal Engagements, Royal Visit, Royal Foundation, Community Engagement, Mental Health Awareness, Early Years, UK Royal Family, British Royals, United Kingdom, England, Scotland, Wales, Northern Ireland, Mental Health, Environment, Climate Action, Youth Empowerment, Volunteering, Community Support, Royal Video, Royal Speech","PT7M58S"
"pf-fF1l3z3Y","God Cares About Your Mental Health","The Gospel Coalition",2023-07-18,47272,2418,62,"the gospel coalition, the gospel, gospel, coalition, pastors, pastor, minister, ministry, Christ, Christian, Christianity, church, churches, faith, reformed, reformation, bible, biblical, evangelical, Jesus, God, spiritual, spirit, Holy Spirit, preacher, preaching, teaching","PT29S"
"8EJe32pKIpY","Mental health awareness e-training for emergency staff - Psychosis","westlondonnhs",2016-05-27,144395,NA,NA,"mental health, emergency, MATES, WLMHT","PT21M29S"
"vnE6TTciy7M","TW Self Harm/Mental Health Awareness w OnlyJayus - #Shorts","onlyjayus",2023-05-03,606665,61909,1899,NA,"PT12S"
"oBV_lLfLv20","Mental Health Awareness","Absolute Integrative Physical Medicine",2023-03-09,16436,152,0,NA,"PT15S"
"3hpCsZdM_ac","Mental Health Awareness Week - Student Health & Wellbeing","City St George's, University of London",2025-05-06,746,14,0,"City, City University, City University of London, University of London, London, Study in London, International Study, Degree, Higher Education, UK, England, City St George's, St George's","PT25S"
"uPywh0OBH44","SOCIAL EMOTIONAL LEARNING LESSONS: WEEK 8 - CHILDREN'S MENTAL HEALTH AWARENESS WEEK PART 1","Lessons for SEL",2020-05-04,9251,39,1,"SEL, Social emotional learning videos for kids, Social emotional learning, Social emotional learning Videos for middle school, Social emotional learning Activities, Social emotional learning Videos for elementary students, Social emotional learning Videos for teachers, Social emotional learning For high school students, Social emotional learning For elementary students, Emotional intelligence, Mental health, childrens mental health week, mental health awareness week","PT1M31S"
"SXoRKcg8KP0","YOUR MENTAL HEALTH IS JUST AS IMPORTANT AS YOUR PHYSICAL HEALTH!","Department of Health (Philippines)",2021-06-01,87026,1202,16,NA,"PT3M"
"U75qyZCdSQg","If Men Opened Up About Mental Health | Cut","Cut",2024-10-15,472534,26912,1766,"Cut, Watch Cut, people, people videos, storytelling, relationships, Dating, Interviews, Firsts, couples, exes, love, Kids Try, games, challenges, Ethnic groups, People Interviews, Dares, Truth or Dare, 100 ways, blind dates, 100 people, experiments, #tbt, party games, Truth or Drink, HiHo Kids, Hiho, college, 100 YOB, 100 Years of Beauty","PT9M33S"
"K15YjigknsQ","Mental health awareness in India #shorts","awkwardgoat3",2021-12-26,62511,4704,115,NA,"PT57S"
"LF2bkho1gg0","Quick Mental Health Fit Check ✅🧠 #mentalhealthcheck #quiz #mentalhealth","Abhasa - Rehab & Wellness ",2024-08-10,439241,14360,462,NA,"PT39S"
"J1X3U9JX3rA","The Number 1 Sign Of Avoidance","HealthyGamerGG",2024-07-05,1383118,103579,1735,"mental health, drk, dr kanojia, healthygamergg, healthy gamer gg, twitch, psychiatrist, Why It's So Hard To Be A Man In Today's World, therapy, men in therapy","PT59S"
"dy5rGJbCACo","Understanding Mental Health Conditions: Dissociative Identity Disorder (DID)","Blue Cross Blue Shield of Michigan",2024-07-10,30923,892,21,"Blue Cross Blue Shield of Michigan, BCBSM","PT52S"
"qaGKGk29-Nk","Mental Health Awareness training for our staff - Part 2","North Middlesex University Hospital",2019-01-22,5852,59,1,"North Mid, NHS, hospital, mental health, training, employees, colleagues, at work, support, RehabWorks","PT16M58S"
"W4cLDgjGRJA","Signs To Seek Help With Your Mental Health - Dr Julie #shorts","Dr Julie",2022-04-07,1411537,68462,1073,"mental health, anxiety, depression, shorts, therapy, psychologist, panic attacks, self help, motivation, self love, mental health awareness","PT23S"
"DIcCx15xuEo","How to Fight Mental Health Struggles 🧠💪 #diagnosis #truth #mentalhealthawareness","Abhasa - Rehab & Wellness ",2024-09-06,10370,505,11,NA,"PT57S"
"SCoO1PBbTvk","World Mental Health Day 🌟        #upsc #mentalhealth #upscmotivation #mentalhealthawareness #shorts","Sleepy Classes IAS",2023-10-10,4705,NA,5,NA,"PT37S"
"HUkVGqXpXw4","Mental Health Awareness | Online Training | Module 01","Training Express",2023-07-24,2203,27,1,"mental health, mental health awareness, mental health training, mental health wellbeing","PT5M5S"
"46_8fk3hFWE","Men’s Mental Health Month - My Opinion","Dry Creek Wrangler School",2024-11-15,225916,18212,2771,NA,"PT31M28S"
"7lIwM43meNE","When Asian Parents Finally Care About Mental Health","Genie",2025-07-04,1711481,76320,726,NA,"PT1M12S"
"oBV_lLfLv20","Mental Health Awareness","Absolute Integrative Physical Medicine",2023-03-09,16436,152,0,NA,"PT15S"
"1i9OktVsTWo","Teen Health: Mental Health","Penn State PRO Wellness",2018-03-12,442525,3526,NA,"teen health, teen health week, teenhealthweek, penn state, Milton S. hershey, Hershey Medical Center, Penn State Children's Hospital, Hershey Children's Hospital, PRO Wellness, Mental Health, Children's Miracle Network, 1-800-273-8255, suicide","PT2M45S"
"b5_90_yxHXQ","We Are With You,  A Mental Health Awareness Campaign","SURIA KLCC",2021-11-15,19079,333,0,"mental health, covid, anxiety, bipolar, depression, suicide, suriaklcc, klcc","PT1M"
